Indikator,Tipe
Berkenalan terlebih dahulu sebelum bertemu secara langsung,E
Saya akan membuat pertemuan di cafe atau sebuah event untuk berkomunikasi dengan mereka secara santai.,E
tanya nama dan basa-basi.,E
Aku tidak akan bertemu dengan orang tersebut,I
Saya akan memperkenalkan diri terlebih dahulu lalu saya akan mengajak dia berbicara ,E
memperkenalkan diri,E
Saya Mencoba Untuk Bersosialisasi ,E
mengajak untuk berkenalan dan membahas topik yang sesuai dengan keadaan pada waktu itu untuk membangun chemistry,E
Mencoba untuk berbaur dengan orang tersebut ,E
Saya akan mencoba untuk melakukan perkenalan dengan orang yang duduk di dekat saya. ,E
Tetap menerimanya,E
"Memikirkannya dahulu, apakah pertemuan tersebut penting atau hanya sekedar pertemuan biasa. Jika pertemuan tersebut penting, saya akan menerima pertemuan tersebut. Sebaliknya, jika pertemuan tersebut hanya pertemuan biasa, saya akan menolak pertemuan tersebut dikarenakan saya tidak suka berada di situasi yang cangung jika berkenalan orang baru",I
"tetap mengikuti pertemuan tersebut dengan santai, dan tenang ",E
Jika pertemuan itu hanya buat kumpul-kumpul hanya buat ngopi atau perkenalan lebih lanjut saya tidak mau jika pertemuannya membahas pekerjaan saya mau ,I
"Mempersiapkan diri, berhati hati, menjaga sikap untuk kesan pertama yang terbaik",E
Saya akan menemuinya,E
"aku akan menemuinya tetapi aku mengajak temanku, dan itupun jika orang yang meminta itu sudah sangat dekat dan akrab denganku",I
tetap menemuinya walaupun sama sekali belum pernah mengenalnya,E
tetap akan melakukan pertemuan nya setelah itu saya akan memperkenalkan diri dan mulai membahas apa yang di perlukan ,E
saya akan mengajak teman,I
saya akan bertemu dan mencoba untuk mencairkan suasana,E
Saya akan berusaha untuk meminimalisir kesalahan yang akan saya buat dan berusaha untuk terlihat se natural mungkin serta berusaha untuk mencairkan suasana,E
"Berkenalan, melakukan percakapan dengan orang baru untuk mendekatkan diri sehingga pertemuan dapat terlaksana dengan komunikasi yang baik",E
"walau enggan, aku akan menemuinya",I
menerima  dengan sikap sopan ,E
"mengatur jadwal, dan menanyakan, apakah orang tsb sedang sibuk atau tidak",E
mempertimbangkan lagi keputusan untuk bertemu dengan orang baru,I
Datang tetapi membawa teman dan berjaga-jaga,I
"Hal yang akan saya lakukan, tetap melaksanakan pertemuan yang telah diamanahkan kepada saya, dengan catatan saya tidak memiliki jadwal kesibukan pada waktu yang ditentukan, lalu dikarenakan pertemuan ini bersifat formal maka saya akan lebih mengendalikan emosi dan cara bicara saya.",E
Mengajak untuk saling memperkenalkan diri ,E
mempersiapkan diri dengan cara mempertimbangkan apa yang akan dikatakan kepada orang baru tersebut,I
"tetap bertemu, namun canggung untuk memulai percakapan ",I
"pertama tama mungkin saya akan saling berkenalan diri, laluu menyajikan beberapa topik agar tidak merasakan kecanggungan",E
Berkenalan seperti biasa,E
Saya akan menanyakan nama dan tempat tinggalnya,E
saya akan menerima dan mencoba beradaptasi,E
Dengan senang hati dan mencoba untuk berkenalan agar menambah teman/kerabat ,E
menanyakan maksud dari pertemuan tersebut dan mempertimbangkan,I
tidak mau karena tidak mengetahui identitas apapun,I
akan mengajak dia berbicara sesuai apa yang dia tau biar makin akrab,E
"mendengarkan lagu,menonton film,dan membaca novel ataupun buku",I
"Saya melakukan hobi saya seperti bermain gitar, lalu tidur untuk mengisi energi, bermain bersama teman, dan mengisi waktu luang dengan seperti jogging.",I
Waktu di rumah sendirian pas semua keluar ada acara atau saya yang keluar sendiri cari angin,I
"rebahan, jalan-jalan",E
"Bermain game, Belajar melalui bimbel, dan Berolahraga",I
"Bermain bersama teman, atau mendengarkan lagu",I
mencari motivasi untuk work out (olahraga) di internet ,I
Bermain dengan teman teman dan mencoba cafe baru,E
Biasanya saya mendapatkan energi seperti ketenangan dan kesenangan di taman pada malam hari.,I
tidur…. dan membaca buku serta mendengarkan musik,I
Menonton film,I
"Bermain sesuatu, mencari informasi/sesuatu yang menarik",I
Bermain voli badminton renang lari-lari,E
Saya akan jalan jalan sendiri seperti menonton atau mungkin bermain bersama teman teman saya.,I
Cara paling mudah yaitu dengan bermain game sambil meresahkan diri. Hal tersebut sudah cukup untuk mengembalikan energi,I
Dengan bermain game atau dengan menonton series tv/film,I
keluar jalan jalan sendiri atau melakukan hobby ,I
Saya. Sering kali menghabiskan waktu dengan bermain handphone dan apabila mood sedang bagus melakukan olahraga ,I
"Ketenangan, biasanya setelah bertemu dengan banyak orang kebiasaan yang saya lakukan berada di kamar dan melakukan meditasi mengenai hal"" yang saya lakukan selama di luar untuk meredakan amarah dan lain"", lalu beberapa jam untuk menonton film untuk meningkatkan mood agar besoknya dapat kembali beraktifitas",I
saya biasanya memilih untuk menggambarkan apa saja yang ada dipikiran saya ,I
Jika ada waktu senggang saya bisa memilih untuk menonton drama korea atau bahkan hanya jalan-jalan ke mall menyenangkan diri saya,I
lebih sering menghabiskan waktu dengan teman” pergi ke mall dan shopping,E
tidur untuk mengembalikan mood dan lebih sering membaca buku untuk mencari ketenangan,I
"membaca buku dan mendengarkan lagu di spotify, ketika saya mengerjakan tugas, galau, gabut atau yang lain"" saya pasti mendengarkan lagu",I
"scroll tiktok, dan main ke rumah teman",E
"Bermain game, melihat streaming di YouTube",I
caranya sepertu saya bermain makan bersenang senang ,E
"mendengarkan musik, bersepeda ",I
"biasanya saya menghabiskan waktu luang saya dengan nongkrong dengan teman atau night riding bersama teman""",E
"Keluar kelas dan merasakan angin yang berhembus, bermain game, olahraga, ",I
mendengarkan musik dan membacanya novel,I
"kesenangan saya adalah melakukan hobi yaitu menggambar, biasanya saya menenangkan diri dengan mendengarkan lagu",I
Saya mengabiskan waktu dengan membaca buku seperti buku sekolah dan juga novel,I
"bangun pagi jogging, pergi ke cafe yang memiliki beautiful view, nonton film dan yaaa sisa sisa waktu untuk beristirahat ",I
"belajar dan memasak. karna menurut saya tidak ada waktu untuk bersantai santai. membaca buku, memasak, dan berdagang.",I
"Mungkin yang saya lakukan untuk menghabiskan waktu untuk kesenangan Mungkin bisa dengan bermain game,latihan bersama teman saat ekstra, gym. Bisa juga saya keluar untuk mencari tempat ketenangan ",E
"saya melakukan me time seperti tidur, makan yang saya sukai dan menonton film.",I
"biasanya saya hanya melakukan hal hal kecil seperti mendengarkan musik kpop, biasanya juga hanya scroll tiktok",I
"Cara saya menghabiskan waktu setelah sekolah adalah melatih adik² paskib (ekskul),menghabiskan dijalan (motoran), mendengarkan lagu,dan menaikan mood bisa dengan cara keluar me time ",E
"tidur,kumpul dengan teman teman,dan makan",E
"kesenangan, ketenangan atau pun mood  biasanya saya menghabiskan waktu untuk berjalan- jalan, ataupun hanya diam di dalam kamar untuk mendapatkan ketenangan ",I
"Saya menghabiskan waktu untuk mengisi energi saya dengan mencari kesenangan melalui media sosial seperti Instagram, Quora, ataupun Twitter",I
"Saya akan jalan jalan / healing untuk merefresh otak supaya lebih plong dan tidak memikir sesuatu yang berat, dan saya mungkin bermain game online seperti mobile legends",I
Menurut saya pribadi melakukan aktivitas apapun asalkan menyenangkan seperti keheningan diluar sambil menghirup udara dan mendengarkan musik  ,I
melakukan beberapa hobi saya seperti bermain alat musik khususnya piano. ,I
Pergi bermain dengan teman,E
"untuk mengembalikan mood saya kadang tidur, nonton film, dan drakor",I
berdiam diri,I
saya menghabiskan waktu untuk mendapatkan kesenangan maupun ketenangan dengan berkumpul bersama teman-teman saya mengobrol maupun saling bertukar pikiran untuk kembali mendapatkan mood yang baik ,E
"bersantai, membaca novel",I
Berolahraga seperti berlari dengan mendengarkan musik,I
"hangout dengan teman, atau hanya mendengarkan musik ",E
saya akan meluangkan banyak waktu bersama teman dan pacar saya,E
melihat tiktok dan mendengarkan lagu untuk menenangkan diri ,I
"dengerin lagu, main gitar, main bass, bermain handphone, tidur",I
Saya suka berkumpul dengan teman teman namun ada kalanya saya perlu waktu sendiri,E
"Membaca buku, menulis maupun mengutip puisi, mengikuti latihan bela diri, jogging lari, kulineran",I
"karaokean, mengulik/belajar dance, makan sambil liat netflix, mewarnai",I
Latihan badminton dan bersepeda,E
Biasa untuk mengembalikan mood saya membaca buku atau melihat film,I
Biasanya dirumah saya menggambar dan menonton hiburan seperti anime dan musik untuk mendapat ketenangan hidup atau sekedar mengembalikan mood. Saya juga biasanya menyendiri ketika merasa mood saya kurang baik agar orang orang disekitar saya tidak turut mendapatkan suasana yang kurang menyenangkan,I
ke kantin bersama teman teman dan bercanda atau menggibah,E
"Saya antara bermain game online seperti Valorant atau, saya keluar dengan teman teman saya ke gramedia atau cafe.",E
"baca novel, makan seblak, tidur seharian.",I
"Menonton movie, karaoke, dan memasak",I
"Untuk mendapatkan kesenang, ketenangan dan mood, saya akan menonton kpop/ kdrama sambil memakan cemilan selain itu saya akan pergi ke mall untuk melihat lihat atau berbelanja ",I
"scroll tiktok/ig, mendengarkan lagu dan nonton film",I
"Basket, Bermain Musik,Berorganisasi",E
"menghabiskan waktu dengan pergi keluar bersama teman teman, mengunjungi tempat yang terdapat live music, di beberapa kondisi saya menginginkan untuk sendiri menghabiskan waktu di kamar dengan membeli beberapa makanan atau minuman",E
Tidur dan melihat film adalah cara saya untuk merecharge energi saat disekolah semisal mengantuk,I
"Biasanya saya menghabiskan banyak waktu di mall, seperti melihat barang yang bisa saya masukkan ke dalam waiting list. Walau hanya melihat justru membuat saya termotivasi untuk menabung agar bisa membeli barang tersebut. ",I
"Dengan cara 
1. Tidur: dihari jumat setelah pulang sekolah biasanya saya tidur lebih lama daripada biasanya dari jam 19.00 - 08.00 
2. Main game: satu satunya cara untuk menenangkan pikiran adalah bermain game sejenak sebelum belajar, agar mengalihkan perhatian otak agar tidak terlalu stress
3. Main bersama teman²: apapun kegiatan yang kita lakukan bersama² pasti membuat happy dan bikin mood naik",E
"Saya biasanya menghabiskan waktu untuk istiraht dengan cara healing atau berliburan ke tempat yang sangat nyaman untuk merilekskan diri seperti mendaki gunung, kepantai atau pergi ke puncak",I
"kalau saya biasanya akan membuka tiktok, atau sosmed, biasanya juga ngedit atau ngedisain dan tidur dan makan dan melihat inspirasi ngedit hehe",I
Biasanya menghabiskan waktu untuk tidur seharian agar mendapatkan mood yang bagus dan berdiam diri di kamar sambil mendengarkan musik serta menonton film ,I
"Solat, itikaf, tidur, dengerin lagu, pijet, udah capek buat ngapa ngapain mas, lagi pengen istirahat aja",I
"Biasanya saya akan menonton drakor untuk mendapatkan energi, selain itu saya belajar.",I
Aku akan pergi dengan teman temanku dan bersenang senang bersama mereka,E
ketenangan dengan cara mendengarkan lagu sambil bersantai dirumah dan tanpa memilki pikiran sudah merupakan sebuah kesenangan sendiri,I
"main ml, tidur, makan/jajan, sunmori/nightride(bepergian), baca komik",I
menonton film atau menggambar,I
kesenangan karena dapat berkumpul dengan teman teman,E
Mengisolasi diri sendiri ke tempat yang tenang dan jauh dari keramaian serta hanyut dalam dinamisme musik yang saya dengarkan,I
"Bermain game, belajar, dan mendengarkan musik karena ketiga hal tersebut membuat pikiran saya semakin terelaksasi dan tenang",I
"mengunci diri di kamar dengan mendengarkan musik, dance, berolahraga, dan beristirahat ",I
rutinitas  yang membuat saya senang ya itu nongki sama teman teman ,E
"biasanya saya menghabiskan waktu dengan olahraga, contoh jogging, lompat tali, workout ringan, dan terkadang juga sekedar bermain game",I
"biasanya saya menghabiskan waktu untuk mendapatkan energi (kesenangan, ketenangan, atau mood) saya melakukan hal yang saya sukai, seperti bernyanyi, mendengarkan musik favorit, dan menari",I
Saya biasanya mendengarkan lagu atau menonton film yang mengandung scients-fiksi,I
"Hal yang saya lakukan adalah seperti salat  , makan, tidur, nonton film, merenungi hal hal yang telah saya lakukan.",I
Biasanya saya menonton film dan mendengarkan musik untuk menenangkan dan menaikkan mood saya ,I
"saya habiskan waktu untuk mendapatkan kesenangan dari bermain game atau sekedar mendengarkan musik, terutama dengan menonton film/drama",I
"bermain game, mendengarkan musik, menggambar, membaca komik, dan menonton film ",I
"yang saya lakukan ketika ingin mendapat energi untuk mengembalikan mood saya biasanya dengan cara makan, tidur, share about my day with my friends",E
"berkumpul dengan teman teman, belanja, dan berkeliling kota di malam hari",E
Dengan cara bergurau bersama teman dan menambah teman,E
setelah pulang sekolah saya mengisi waktu luang dengan olahraga dan bermain game untuk memperbaiki mood ,I
Pada hari sabtu dan minggu biasanya saya gunakan untuk healing menghilangkan penat nya belajar.,I
untuk mendapatkan energi biasanya saya berdiam diri di kamar sembari bermain gadget tanpa mengobrol dengan siapapun hingga saya merasa semangat kembali,I
"hanya membagikan hal tersebut kepada orang-orang tertentu(keluarga,sahabat,teman dekat)",I
tidak suka,I
"Biasanya saya akan membagikan hal tersebut kepada orang terdekat saya, saat ini saya punya 1 teman dekat dan biasanya kami saling sharing terkait rencana studi kami untuk memperjuangkan PTN.",I
Orang-orang tertentu. Sering,I
"Rencana yang tidak terlalu penting sering saya bagikan ke siapa saja yang ingin tau, tapi ada beberapa rencana yang bersifat private dan saya pendam sendiri",I
Hanya kepada orang2 tertentu dan jarang,I
Saya suka berbagi informasi atau ilmu kepada siapa saja dengan senang hati,E
Orang orang tertentu yang sudah saya percayai. Saya akan lebih terbuka kepada mereka sehingga sering membagikan hal hal tersebut kepada mereka,E
"Saya tipe orang yang sering bercerita di orang-orang tertentu, jadi bisa dikatan sering sekali saya membagikannya. Jika saya memiliki sebuah rencana biasanya saya membagikan atau memberitahu hanya kepada orang-orang tertentu.",I
hanya kepada orang-orang tertentu. saya tidak terlalu sering bercerita mengenai rencana saya.,I
Orang orang tertentu dan tidak terlalu sering ,I
"Kemungkinan besar tidak, dan kalaupun iya hanya kepada orang orang tertentu saja yang benar benar sudah saya percaya",I
hanya kepada orang tua saja dan teman yang sudah aku anggap dekat,I
"Menurut saya, saya akan membagikan hal hal tersebut kepada orang-orang tertentu karena saya sendiri juga kurang suka mengumbar tujuan hidup saya ke depan publik. Saya sendiri jika bercerita kepada orang-orang tertentu masih memilah mana yang bisa saya ceritakan dan tidak.",I
Apabila saya memiliki rencana saya akan bercerita namun hanya kepada orang yang berkompeten atau seseorang yang dekat dengan saya agar saya mendapatkan kritik dan saran agar saya dapat melakukan rencana tersebut dengan lancar,I
Akan saya bagikan dengan keluarga saja dan saya sangat jarang untuk membahas nya jadi jarang bagis saya untuk membagikan nya,I
Tidak akan membagikan hal tersebut,I
"hanya orang orang tertentu, tidak terlalu sering karena saya membagikan yang penting penting saja selain itu saya lebih suka untuk menyimpan sendiri ",I
"Saya sendiri cenderung membagikannya hanya kepada orang² tertentu seperti orang tua,sepupu,& sahabat ",I
"Tidak, hanya kepada orang tertentu, karena menurut saya tujuan/rencana merupakan hal yang saya lakukan, bukan orang lain yang melakukan biasanya hal"" seperti tujuan atau rencana kebanyakan hanya orang tua saya sendiri. Jika dibilang sering tidak juga melihat kondisinya seperti apa ",I
saya suka membagikan kegiatan random saya di story sosmed ,E
"Hanya orang-orang tertentu, karena saya lebih suka menunjukkan hasil daripada proses saya, karena tidak semua orang paham dengan kondisi saya",I
kepada orang orang tertentu,I
"hampir tidak pernah membagikan kepada publik, paling dibagikan ke teman dekat dan keluarga saja",I
"hanya ke orang yang terdekat saya saja, saya suka berbagi cerita dengan teman saya di saat ngobrol",I
"kepada orang-orang tertentu.
ga seberapa sering",I
Hanya kepada orang-orang tertentu karena kita bercerita harus mempercayai orang tersebut,I
saya jarang sekali membagikan hal hal seperti itu kepada kerabat kalo tidak kepepet,I
"saya kurang suka membagikan hal tersebut kepada orang umum, karna menurut saya itu private dan biar orang"" tau hasilnya jgn prosesnya",I
"jika saya memiliki rencana saya lebih baik menyimpannya sendiri atau mungkin hanya kepada orang"" terdekat saja",I
"Saya akan membagikannya ke orang lain atau orang tertentu senyaman dan semoodnya saya, tapi saya lebih tidak sering membagikannya",E
"hanya kepada orang tertentu, jarang membagikannya ",I
tidak pernah karena itu merupakan privasi bagi saya,I
"Saya sering membagikan tujuan dan rencana saya ke depannya dengan ibu saya, karena ibu saya selalu punya solusi untuk saya",I
Saya lebih untuk memendam rencana saya tetapi jika saya ragu dengan rencana tersebut saya hanya membagikan ke teman dan orang tua,I
saya akan membagikan ke publik. membagikan seperlunya saja tidak berlebihan,E
kepada org tertentu. saya membagi / menceritakan secukupnya saja. tidak oversharing karena jaman sekarang tidak ada yang bisa dipercaya kecuali diri sendiri. ,I
"Hanya kepada orang orang tertentu, saya tidak terlalu sering untuk membagikannya",I
"saya selalu menceritakan kpd sahabat dekat saya.
apapun masalah nya seperti saya sedang bersedih dan senang.",I
"hanya orang tertentu saja, karena menurut saya jika ada rencana jangan di beritahu kepada orang"" awam. bisa saja rencana tersebut tidak berjalan dengan lancar",I
jika memang hal tersebut sebuah hal mengandung hal positif dan bisa dicontoh saya akan mengeshare untuk kebaikan bersama jika memang hal tersebut negatif atau tidak penting saya kadang² share tetapi cf ,E
saya membagikan tujuan/rencana kepada orang orang tertentu dan saya tidak sering membagikan tujuan/rencana tersebut,I
biasanya saya lebih menyembunyikan proses tujuan atau rencana saya kepada publik atau pun di medsos,I
Bagi saya sendiri hal-hal tersebut lebih baik dibagikan untuk orang-orang tertentu. Hal ini bertujuan untuk meminimalisir ketidaksukaan orang lain kepada saya. Saya pun sering membagikan hal-hal atau rencana yang saya lakukan kepada orang-orang terdekat saya dengan tujuan untuk memotivasi mereka untuk melakukan suatu hal yang produktif ,I
"Iya saya suka membagikan hal tersebut seperti upload di WA ataupun Instragam, saya sering membagikannya supaya tujuannya mungkin bermanfaat bagi orang orang juga",E
"Pilihan saya pribadi hanya orang tertentu saja seperti keluarga/saudara karena penikiran saya hanya privat, melakukan sharring kehidupan apa yang saya lakukan ke media sosial saya tidak suka melakukan itu karna itu membuat seperti orang bodoh yang meminta minta dengan membuka donasi ",I
"saya lebih suka memikirkan sendiri rencana tersebut, apabila ada seseorang yang menanyakan hal tersebut maka saya jawab dengan syarat orang tersebut tergolong dekat dengan saya.",I
Di media sosial tapi hanya untuk teman teman terdekat,E
"saya lebih membagikan cerita tersebut kepada teman terdekat saya, tapi kadang-kadang juga pernah di sosmed. hampir setiap hari si tapi sesuai mood aja ",E
tidak pernah membagikan ,I
"saya jarang membagikan tujuan maupun rencana saya kepada orang"" umum/publik saya lebih membagikan tujuan dan rencana saya kepada orang"" tertentu ",I
Saya hanya membagikan hal tersebut hanya kepada orang tertentu dan saya tidak terlalu sering membagikannya,I
saya akan membaginya ke orang orang terdekat saya ,I
"saya sangat sering menunjukkan ke banyak orang tentang goals dan impian saya, baik di sosial media atau secara langsung",E
saya akan membagikan nya kepada orang tertentu ,I
Saya jarang membagikan rencana saya,I
Saya cenderung suka membagikan kepada orang-orang tertentu yang saya percayai,I
"Hanya kepada orang-orang tertentu, tetapi jarang",I
Hanya di bagikan kepada beberapa orang saja dan jarang membagikan ,I
"Tergantung dengan rencana tersebut, apabila saya meiliki rencana penting yang berkaitan dengan akademik dan pribadi saya tidak pernah membagikannya, namun untuk rencana seperti ide cerita atau ide lainnya yang bersifat umum saya seringkali meminta pendapat orang disekitar saya",E
"Tidak, namun jika di tag melalui instagram saya akan membagikan nya juga seperti rencana cosplay ",I
"Hanya pada orang orang tertentu Dan, saya sering membagikanya hanya jika itu hal penting.",I
suka share hal-hal random aja di story ig tapi akun yang khusus temen dekat. kalau tujuan/rencana biasanya share di akun private twitter.,E
Aku akan membagikan kepada orang tertentu saja,I
Saya biasanya suka membagikanya ke sosial media saya atau teman saya dan saya sangat sering ,E
hanya beberapa orang terbentuk yang saya percaya mereka akan menghargai rencana yang akan saya lakukan. sering jika saya sangat mempercayai orang tersebut ,I
Tergantung Rencananya ,E
"saya tidak pernah suka membagikan tujuan atau rencana yang saya inginkan kecuali apabila memang berkaitan dengan pekerjaan dan hal hal kecil lainya, apabila tujuan atau rencana yang akan saya capai itu besar, saya cenderung menyimpanya sendiri",I
Saya keep rencana saya sampai rencana tersebut mencapai tujuan lalu saya ceritakan part bagaimana saya bisa sampai di titik itu tetapi hanya kepada orang yang saya anggap 'dekat' dengan saya,I
"Untuk hal yang bersifat rencana atau tujuan ada kalanya saya harus keep dengan tidak menceritakannya ke orang lain , namun jika rencana itu hanya sekedar tujuan universitas dan lain sebagainya saya tidak merasa keberatan bila membagikan nya dengan orang lain. ",I
"Jika saya memiliki sebuah rencana untuk masa depan saya, saya akan menyimpannya sendiri tanpa menunjukkan ke siapapun, saya akan menunjukkan hasilnya saja. Saya menunjukkan kepada keluarga dan teman² terdekat saya.",I
Saya tidak suka membagikan sebuah tujuan/rencana kepada orang lain jika menurut saya tujuan/rencana tersebut tidak ada gunanya untuk orang lain kecuali diri saya sendiri,I
"hanya orang-orang tertentu, seperti pacar dan teman tapi tidak sering",I
Hanya orang terdekat saja yang saya membagikan rencana kedepannya kalau untuk di bagikan ke orang umum nanti akan menjadi bahan omongan jika rencana tersebut tidak di jalankan dan saya lebih banyak membagikan itu kepada diri sendiri dan jarang membagikan kepada orang lain ,I
"Orang tertentu sih mas, biasanya yang saya percaya aja, karena kalau semua orang tahu, potensi rencana untuk gagal bisa tinggi karena pasti ada aja yang ngga suka dan iri, dan saya pribadi lebih suka keep sendiri sih, takut bikin orang lain berharap tinggi juga, malah ngecewain nantinya, jadi mending saya sendiri yang kecewa, orang lain jangan ",I
Tidak suka membagikan rencana saya untuk orang lain.,I
"Aku hanya akan membagikan kepada beberapa orang tertentu saja, dan itu sepertinya tidak sering kulakukan",I
"hanya kepada orang orang tertentu dan yang terdekat saja, sering hanya jika ingin bercerita",I
"jika rencana saya bersifat umum maka akan membagikan ke publik namun dan jika rencana itu bersifat pribadi atau bisa dijadikan lahan keuntungan mungkin saya akan membagi kepada orang orang tertentu.

untuk sering atau tidak jawaban nya adalah tidak cukup 1x atau 3x",E
biasanya saya hanya memperlihatkannya di sosmed ke teman dekat,E
"kepada orang orang tertentu, mungkin hanya beberapa kali",I
Saya akan membagikan hal tersebut ke orang-orang tertentu saja dan pada momen tertentu saja,E
Lebih suka untuk menyimpannya sendirian karena tujuan/rencana memiliki proses yang hanya diketahui oleh diri sendiri,I
Aku tidak akan memberitahu siapapun jika itu mengandung masalah pribadi. Jika tentang masa depan aku akan mengonsultasikan dengan teman terdekat dan orang tua.,I
"saya akan membagikan nya kepada orang orang tertentu saja,mungkin kalau ingat sering bercerita ",I
"saya hanya membagikannya kepada keluarga saja, karena menurut saya, orang lain tidak perlu tahu tentang apa yang saya rencanakan.",I
jika saya memiliki tujuan/rencana saya lebih sering menceritakan kepada teman” atau orang” terdekat saja,E
"Ya saya akan membagikannya, tetapi jarang",E
"Saya hanya membaginya kepada orang orang tertentu, setiap kali saya terpikirkan rencana atau tujuan tersebut maka daya akan membagikan ke teman yang saya percaya atau dekat dengan saya.",I
Terkadang saya membagikan ke sosial media namun lebih sering kepada orang tertentu saja seperti sahabat dekat saya,E
saya bukan tipe orang yang suka membagikan tujuan atau rencana kepada orang lain terutama di media sosial,I
"hanya orang-orang tertentu saja, saya tidak sering membagikannya karena jarang keluar dari rumah ",I
"jika saya mempunyai tujuan/rencana saya suka membagikan hal tersebut kepada orang orang tertentu, seperti sahabat saya/saudara saya. dan saya membagikan setiap saya mempunyai tujuan/rencana untuk kedepannya karena saya sangat sangat butuh support dan saran orang orang tertentu",I
Membagikan hal tersebut kepada publik. Sangat sering,E
Hanya kepada orang tertentu ,I
"Menceritakan kepada orang-orang tertentu seperti orangtua, dan saudara. Sering kali saya bercrita dengan mereka dan meminta saran, motivasi pada mereka.",I
"lebih suka membagikan hal kepada orang tertentu, namun saya tidak begitu sering membagikan rencana saya kepada orang lain kecuali rencana kecil-kecilan",I
