Indikator,Tipe
"saya akan lebih dulu menyelesaikan ujian tersebut, tetapi juga menunggu teman yang lain mengumpulkan.",F
mengecek ulang apa yang telah kita kerjakan sudah betul betul benar apa belum,T
"saya akan menunggu teman teman yang lainnya sambil mengecek kembali jawaban saya, apakah ada yang salah atau tidak",F
saya cenderung menunggu teman-teman saya selesai menjawab seluruh pertanyaan,F
Saya akan mengoreksi kembali jawaban saya dan mengumpulkannya jika saya sudah yakin dengan jawaban saya,T
"Saya akan memeriksa kembali jawaban saya, dan menunggu waktu yang telah ditentukan akan habis terlebih dahulu karena biasanya saat mendekati 5 menit terakhir teman teman sudah akan mengumpulkan ",F
Saya mengumpulkan terlebih dahulu,T
tergantung dengan mata pelajaran atau mood saya pada saat itu. tetapi saya cenderung menunggu setidaknya satu teman saya supaya saya tidak maju sendirian,F
menunggu teman-teman yang lain selesai menjawab seluruh pertanyaan ,F
"saya akan mengoreksi ujian saya dahulu, lalu saya akan mengumpulkannya ",T
Menunggu teman teman yang lain agar bisa mengumulkan bersama sama,F
Saya akan mengecek ulang kembali jawaban dan soal² yang sudah saya kerjakan,T
saya akan mengecek ulang hasil ulangan saya,T
Menunggu teman-teman yang lain selesai dan mengecek kembali jawaban kita barangkali ada kesalahan,F
"saya biasanya menunggu teman-teman yang lain, setidaknya ada 1 orang lain yang sudah selesai",F
sambil menunggu teman yang lainnya selesai menjawab seluruh pertanyaan saya akan mengoreksi lagi jika ada jawaban yang salah,F
mengumpulkan terlebih dahulu saja,T
