Indikator,Tipe
langkah pertama kita akan menanyakan mengapa dia bersikap pasif apakah ada rasa tida nyaman dengan sesama anggota/kelompok jika memang ada kendala kita bisa mengambil alih tugasnya dengan cara baik²,F
menegurnya agar tidak lalai dengan tugasnya,T
saya akan menegur nya atau menasehati teman tersebut ,T
Saya akan mengambil alih tugasnya karena saya sendiri tipe orang yang tidak enakan dan perfeksionis. Sehingga lebih baiknya saya ambil alih saja tugasnya semua daripada menyakiti hatinya dan pekerjaannya tidak sesuai apa yang saya harapkan ,F
Menegurnya supaya teman saya mau mengerjakan tugas tersebut,T
Menegurnya karena untuk kebaikan kita ,T
mengambil alih (kalau memungkinkan) dan jelas menegurnya ,F
Menegurnya,T
menegur nya dan mengambil alih tugas nya itu,F
menegurnya ,T
saya lebih sering mengambil alih tugasnya dan sedikit menegurnya,F
memarahi nya jika benar benar tidak kerja,T
"Menegurnya terlebuh dahulu, jika tidak memungkinkan maka saya akan mengambil alih tugasnya",F
saya akan menegurnya dan memberi dia tugas dengan deadline yang sudah saya tentukan,T
saya lebih suka mengambil alih tugas nya karena saya sudah sangat malas menegur teman yang tidak ada inisiatif sendiri,F
mengambil alih tugas nya lalu menegurnya karena jika begitu tugas tidak akan selesai alhasil tidak mendapatkan nilai,F
menasehati saja,F
Menegurnya,T
"Menegurnya dan mengingatkan nya 3 kali, apabil tidak dapat diingatkaj atau tak dapat memahami maka ambil alih",F
mengambil alih tugasnya ,F
"Menegurnya dan mengingatkannya, serta berusaha membantunya",F
Mengambil alih tugas nya,F
Tentu saja saya akan menegurnya karena bagaimanapun setiap anggota telah memiliki setiap pekrjaan masing masing dan mau tidak mau harus menyelesaikannya. Apabila ia tiak menyelesaikan pekerjaan tersebut maka dengan terpaksa akan saya keluarkan dari kelompok kerja karena dirasa tidak bertanggung jawab dan tidak pantas menerima nilai,T
Menegur nya namun jika teman saya tidak berubah saya akan mengambil alih tugas itu,F
Menegurkan nya sambil membantu mengerjakannya,F
menegurnya dan memberinya wanti-wanti serta menuntunnya agar dia dapat mengerjakan tugasnya. ,F
Aku akan menegurnya dan menjelaskan konsekuensi apabila dia tidak mengerjakan tugasnya dalam kelompok tersebut ,T
Saya akan menegurnya terlebih dahulu dan saya akan mengambil alih tugasnya tapi sebelum itu saya akan tanya ke dia kenapa ia lalai dengan tugasnya ,F
"menegurnya secara halus, dan jikalau saya bisa melakukan tugasnya saya akan membantunya sambil mengajarkan caranya",F
Menegur tapi sekiranya tetap tidak bisa saya akan mengambil alih,F
apabila teman tersebut teman dekat maka saya akan mengingatkanya dan jika tidak bisa maka saya ambil alih tugasnya dan saya biarkan tetapi apabila bukan teman dekat saya maka saya akan memperingatinya lalu mengambil alih tugasnya dan tidak menulis nama nya di dalam kerja kelompok tersebut,F
"Menegurnya dengan tegas apabila masi sama, maka saya tidak mencantumkan nama anak tersebut ke dalam kelompok",T
"Saya lebih ke menegurnya karena jika saya selalu mengambil alih tugasnya bukan hanya saya yang merasa lelah tetapi ia pun juga akan merasa rugi. Karena tugas kelompok akan sangat relate dengan kehidupan di masa depan , maka dari itu sejak dini perlu mempelajari bagaimana pengelolaan waktu, pembagian tugas, dan pergaulan dengan orang sekitar. ",T
Menegurnya sambil mengambil alih tugasnya,F
"Saya akan mencoba menegurnya terlebih dahulu dan berkomunikasi dengan teman tersebut untuk memahami masalahnya. Jika masalahnya tidak terselesaikan, saya akan mencari solusi bersama dalam kelompok sebelum memutuskan untuk mengambil alih tugasnya.",F
jujur aku tidak tau harus bagaimana tapi mungkin aku akan menegurnya,F
Sebaiknya menegur tetapi dengan bahasa yang lembut dan memberi tahu tugasnya yang di berikan guru supaya temen yang ini mau bekerja dan mendapatkan nilai yang maksimal ,F
"Negur dulu, jika dia tetap menyepelekan tugasnya, makan secara tegas saya ambil alih",F
"Menegurnya, jika tidak bisa laporkan ke Bapak/Ibu guru",T
"Aku akan menegurnya, dan jika memungkinkan lebih baik aku mengambil alih tugasnya",F
menegurnya dengan halus lalu jika ia tetap tidak bisa maka saya akan ambil alih tugasnya agar cepat selesai,F
saya akan membiarkan nya namun diganti uang 💸💸💸 ,T
mungkin saya akan membiarkannya dan tidak peduli,T
menegurnya dan memberi nasehat,F
Menegurnya sekalu dan jika tidak dilaksanakan saya akan mengambil alih tugasnya serta tidak memasukkan nama anggota kelompok tersebut dan hanya memasukkan nama anggota kelompok yang aktif,T
"Menegurnya, dan menunjukkan ke teman saya bagaimana cara melakukan pekerjaannya, kalau tidak bisa, saya akan mengeluarkannya dari kelompok",T
"aku akan mengambil alih tugasnya, karena itu bisa menyelesaikan tugas kita lebih cepat dan tidak repot jika ia menolak teguranku.",F
menegurnya dengan cara yang baik dan sopan ,F
"menegurnya, menanyakan kepada anak tsb "" apakah tugasmu terlalu berat ? "", jika anak tsb tidak bersungguh², maka saya akan mengeluarkannya dari kelompok.",T
saya lebih sering mengambil alih tugasnya agar cepat selesai,F
Saya akan menegurnya dan terus memperhatikannya agar tidak mengulangi kesalahannya lagi,T
Saya akan mencoba untuk menegurnya terlebih dahulu tetapi jika hal tersebut tetap terjadi maka saya akan mengeluarkannya dari kelompok.,T
Saya akan menegurnya jika tidak dihiraukan saya akan mengambil alih tugasnya,T
saya cenderung mengambil alih tugas dari teman saya yang pasif apabila tugas kerja sesuai dengan kemampuan dan sebisa saya,F
"saya akan mengambil alih tugasnya karena jika saya menegurnya itu akan membuang-buang waktu, karena tidak semua orang akan sama jika ditegur akan segera mengerjakan tugasnya",T
saya akan menegurny dengan baik2,F
Menegurnya,T
"Ya, saya akan menegurnya",T
membantunya ketika ada tugas yang susah,F
"Menegurnya, karena itu sudah menjadi tugasnya dan dia harus bertanggung jawab atas tugasnya tersebut",T
"menegurnya, karena menurut saya itu tugas kelompok yang dimana harus dikerjakan dengan kelompok, tidak individu. Jadi saya akan menegurnya ",F
menegurnya dan memberikan tugas lain yang sekiranya dia mampu mengerjakan nya,F
Menegurnya dan menyuruhnya untuk mengerjakan supaya dapat nilai yang bagus,T
