Indikator,Tipe
"Cara menyikapinya, ""maaf teman aku gak bisa ikut nongkrong dulu, dikarenakan ada tugas mendadak yang harus dikerjakan sekarang",J
"menolak dg baik 
dan memberi alasan jika beso ada tugas yang harus di kumpulkan",J
"saya menolaknya, karena bermain bisa diadakan lain hari. tetapi tugas tidak bisa",J
jika memang teman lama tersebut berjarak jauh dengan kita atau sibuk kita meluangkan waktu sebentar sekedar bertemu agar meluangkan rasa kangen dan jika bisa membagi waktu setelah pulang mengerjakannyaa atau bertemu dan mengerjakannyaa,P
menjelaskan dengan baik baik kepada teman agar menunda bertemu dan mencari hari yang tepat untuk bertemu ,J
"saya akan bicarakan baik baik, mungkin untuk bertemu dengan teman lama bisa lain hari ",J
"Jika mengajak bertemu, saya rasa saya akan menolaknya secara halus karena saya punya kepentingan pribadi yang harus saya prioritaskan. Namun jika memang ia ingin curhat mungkin bisa dilakukan melalui telepon saja",J
Saya akan mengerjakan pr tersebut dulu dan akan bertemu teman lama,J
Menyikapi dengan menolak dengan lembut alasanya pribadi saya sendiri saya tidak pernah keluar bersama teman walaupun sudah dibangku SMA,J
Menyelesaikannya lalu bermain,J
menolak nya dengan cara yang baik' seperti memberi tau kepada dia (pap) bahwa saya banyak sekali pr ,J
menyelesaikan terlebih dahulu tugasnya ,J
saya mencoba mencari alasan yang tepat untuk menolaknya karena itu berkaitan dengan PR yang harus diselesaikan malam ini tapi jika masih ada waktu saya akan datang meski tidak tepat seperti waktu yang ditentukan,J
saya akan mengerjakan terlebih dahulu setelah itu baru bertemu teman saya,J
"Saya akan menenami teman lama sayan karena pr bisa dikerjakan besok, tetapi teman lama belum tentu besok akan datang lagi",P
"saya akan menolak ajakan tersebut dan lebih memilih menyelesaikan tugas saya, dan mengganti jadwal bertemu lain waktu",J
saya akan menolak dengan baik,J
saya akan memilih membatalkan untuk bertemu dengan teman lama saya dan memilih untuk mengerjakan PR karena untuk bertemu teman lama bisa di ganti lain waktu,J
Saya selesaikan dulu baru keluar ,J
"Menyelesaikannya sedikit, pergi dengan teman, kemudian kembali menyelesaikannya sepenuhnya 

Karena mengerjakan itu, amatlah menekan pikiran,
Kemonotonan yang seperti itulah, menjadikan pikiran akhirnya penuh dengan beban, tidak bisa terkonsentrasi ditengah-tengah hingga sampai ke tahap lelah",P
saya akan mengerjakannya sambil bertemu atau mungkin saya telat saat menemuinya karena mengerjakan tugas tersebut terlebih dahulu ,J
"Tetap bertemu dengan teman teman, tetapi dengan membawa tugas tersebut, sehingga kita tetap bisa ikut bersenang senang dengan teman teman, tetapi tugas tetap terselesaikan",P
Meminta waktu sebentar untuk mengerjakak pr dahulu lalu pergi bermain ,J
Saya akan mengatakan bahwa saya sedang sibuk dan menyusun acara reuni pada hari lain,J
"Mengerjakan PR dan menolaknya baik baik, dan saya juga lebih nyaman di rumah daripada di luar rumah",J
"Saya akan mengerjakan tugasnya dulu jika bisa jika tidak saya akan mengerjakan nya sambil reuni,ngobrol jika itu bermain saya akan bilang tidak dulu Karna saya belum selesai mengerjakan tugas",J
menolaknya dan menjelaskan kalau ada kegiatan yang tidak bisa dilepas lalu mengajaknya untuk bertemu lain hari. ,J
Aku akan datang ke acara tersebut namun aku akan pulang lebih awal untuk mengerjakan pr dan setidaknya aku sudah menghargai ajakan teman lamaku ,P
Saya akan menolaknya dan bilang lain kali saja karna saya ada pr,J
memberitahunya bahwa saya masi memiliki tugas yang harus diselesaikan dan merencanakan untuk bertemu dilain hari,J
apabila pr nya memang sangat penting maka saya akan mengajak teman lama untuk mengobrol di lain waktu,J
"Menyelesaikan tugas terlebih dahulu setelah itu menerima tawarah tersebut, karena kita tidak bakal bertemu setiap hari, i mean we make a new memories ",J
"Saya memilih mengerjakan PR , karena saya introvert jadi jika tidak mengikuti kegiatan kegiatan tersebut saya tidak akan merasa menyesal sama sekali. ",J
Menyelesaikan tugasnya di sore hari saat pulang sekolah dan tetap bertemu teman² dimalam hari.,J
Saya akan menjelaskan kepada teman saya tentang PR yang harus diselesaikan malam ini dan mengusulkan agar kita mencari waktu lain untuk bertemu. Prioritas saya adalah menyelesaikan PR karena itu adalah tanggung jawab saya sebagai siswa.,J
"tergantung kalau ada temanku yang sudah selesai PRnya, aku akan ikut, tapi jika masih belum ada temanku yang mengerjakan Aku tidak ikut. tapiiii jika aku mager aku tidak ikut dulu hehe",P
Saya mencari alasan jika saya tidak bisa reuni karena ada tugas yang harus di kerjakan ,J
"Ya ngerjain dulu toh mas, reuni nanti aja, buat apa juga, reuni, nongki, main ngga nyelesaikan tugas/PR",J
Bilang tidak bisa dikarenakan ada urusan pr.,J
"Aku akan menerima tawarannya dan mengerjakan pr nya disana, siapa tau mereka juga bisa membantuku, dan aku jadi lebih suka cita untuk menugas",P
mengajaknya untuk bermain sambil mengerjakan pr bersama,P
saya akan menerima ajakan teman saya namu saya akan pulang lebih awal untuk mengerjakan setengah tugas saya dan menyelesaikan nya besok,P
"saya akan menolak karena menurut saya tugas lebih penting, terlebih lagi saya tidak terlalu suka aktifitas di luar rumah",J
"saya akan menolak, karena bertemu dengan teman bisa setelah saya mengerjakan pr yang harus diselesaikan ",J
"Saya akan menolaknya dengan tegas, karena tugas saya lebih penting daripada urusan reuni dan semacamnya sehingga saya tidak menanggung beban tugas apapun lagi",J
"Saya akan menolaknya dengan alasan saya akan belajar malam itu, karena ketika ada suatu kewajiban maka harus dilaksanakan, dan jika saya menggambil tawarannya maka saya akan mengorbankan PR saya",J
"saya akan menemuinya tetapi dengan durasi waktu yang tidak lama, jadi saya bisa pulang dan mengerjakan pr.",P
menolak nya dan memberikan alasan yang tepat ,J
"saya lebih sering meninggalkan PR, dan memilih berkumpul dengan teman², karena masih ada waktu untuk mengerjakan PR tsb, dan saya masih ingin menghabiskan waktu dengan teman² saya, karena saya tau, momen momen tsb tidak akan pernah terulang lagi, mungkin bisa terulang, tapi tidak dengan kenangannya.",P
"saya akan menolak ajakannya, karena PR merupakan prioritas untuk saya, bertemu teman lama bisa dilakukan jika sama” ada waktu luang",J
Saya akan membawa pr saya ke pertemuan dan mengerjakannya . karena saya tidak ingin tertinggal berita tentang kabar teman teman saya,P
Saya menolak teman lama saya dengan halus karena ada kepentingan yang sangat mendesak,J
Saya tidak menerima tawaran ajakan teman saya karena saya tidak bisa menunda tugas dan menyelesaikan tidak pada waktunya hal tersebut bisa menambah beban dari kegiatan sekolah saya nantinya,J
saya akan menolak dan memberikan alasan sesuai dengan yang ada yaitu saya memiliki tugas yang belum saya kerjakan,J
saya akan menolaknya dengan baik-baik dan berkata saya sibuk ada tugas yang harus dikumpulkan besok,J
cara saya menyikapi dengan cara menopakny dengan baik2,J
"Mengiyakan ajakannya, karena jarang bertemu dan saat pulangnya melanjutkan pr yang belum dikerjakan",P
Saya akan menyelesaikan pr terlebih dahulu dan izin kepada temen untuk datang terlambat ,J
"saya akan tetap datang ke acara tersebut dan sebelum datang ke acara maka saya akan mengerjakan tugas tersebut, alasannya adalah saya tidak akan tau itu pertemuan terakhir dari saya atau teman saya ",P
"Menolaknya dengan sopan, karena PR bisa menunjang nilai bagi raport kita. Main bisa kapan pun tapi jika PR harus diselesaikan.",J
"menyanggupi, tapi saya akan mengerjakan pr saya terlebih dahulu baru bertemu dengan teman saya, agar tidak ada tanggungan dan lebih leluasa dalam bermain",J
"menolak dengan menjelaskan nya dengan baik bahwasannya ada tugas yang harus diselesaikan malam itu, dan memberikan saran untuk keluar dilain hari",J
menolaknya bila tidak bisa membawa tugas untuk di kerjakan di tempat pertemuan dengan teman,J
