Indikator,Tipe
saya akan mencoba terima tawaran tersebut karena dengan kita belajar hal baru kita akan menemukan dunia baru diluar lingkungan kita dan menambahkan pengetahuan untuk masa depan ,N
sebelum hari h kita belajar terlebih dahulu menkipun kita tidak mendapatkan podium setidaknya kita bisa belajar dari pengalaman tersebut,N
"menerima tawaran tersebut, dan menurut ku tidak ada salahnya mencoba dan berusaha ",N
Saya akan mempertimbangkannya karena yang pertama saya sendiri kurang percaya diri dengan kemampuan saya. Dan yang kedua saya takut jika saya gagal dan mengecewakan guru serta mentor saya,S
Saya akan mengikutinya selama saya bisa melakukannya,S
Menurut saya pribadi menolaknya dengan sopan karena ini bukan keahlian dibidang kita walaupun ada yang juga begitu untuk berusaha mencobanya,S
"tergantung lomba yang akan ditawarkan. apabila lomba menyanyi, menari, olahraga berat,  jelas saya tidak bisa.",S
Akan mencoba nya dan belajar dengan sungguh sungguh,N
menolak dengan secara baik-baik,S
tidak bersedia ,S
saya sering merasa bimbang karena saya merasa ragu karena belum terlalu mengusai bidang tersebut tapi jika guru memberi fasilitas mentor saya akan mencobanya,N
jika itu bukan bidang yg saya minati saya tidak ikut,S
Mengikuti kegiatan tersebut dengan harapan bisa belajar hal yang baru,N
saya akan sedikit menolak karena saya tidak percaya diri untuk ikut lomba tersebut ,S
"saya akan menolak secara baik baik, karena saya tidak suka keluar dari zona nyaman",S
berusaha untuk mencobanya,N
tergantung apakah tabrakan dengan jadwal/lomba lain yang sesuai minat,S
Jika saya rasa saya punya waktu yang cukup saya akan melakukannya,N
"Bersedia, setelah satu hari memikirkan dulu konsekuensinya, kegetiran usaha dan proses dalam berlatih untuk mengikuti lomba tersebut",N
saya bersedia selama waktu saya senggang,N
Menerimanya dan berusaha memanfaatkan segala keuntungan tersebut dengan baik,N
Menerima nya dengan senang hati,N
Saya akan melihat topik lomba tersebut apabila sesuai dengan minat saya maka saya akan menyetujuinya namun apabila sekiranya kurang menarik bagi saya maka saya akan menolaknya dengan sopan dan penuh pertimbangan,S
Saya akan mencoba terlebih dahulu karena belajar hal baru itu perlu,N
"Selama Hal itu tidak ada matematika yang level tinggi, saya akan mempertimbangkannya",N
"aku terima, karena aku suka melakukan hal baru terlebih lomba. kemarin saya ditawari ikut lomba lkti, dan aku nekat ikut karena aku pingin nambah pengalaman.",N
"Aku akan menolak tawaran tersebut, karena belum menguasai materi yang dilombakan dan semisal di fasilitasipun belum tentu menguasai materi tersebut dalam waktu singkat alhasil usahanya sia-sia ",S
Saya akan menolak secara halus dan memberitahu ke dia kalo lomba tersebut tidak bisa saya kuasai karna itu bukan bidang saya ,S
menolak secara halus. saya kurang percaya diri disaat saya di tawarkan kesempatan yang sebelumnya memang bukan kemampuan saya,S
MENERIMA DAN BERUSAHA SEBELUM LOMBA,N
"saya selalu siap sedia untuk menerima tawaran yang dapat mengembangkan potensi saya walaupun saya belum menguasai, tapi mnrt saya yg terpenting adalah pengalaman dan keinginan saya untuk mencoba hal tersebut",N
Saya terima tawaran tersebut dengan belajar sedikit demi sedikit lomba dalam bidang tersebut,N
"Karena saya pernah mengalami hal tersebut , cara menyikapinya pun dengan menerima dan mencoba. Untung nya dari menerima dan mencoba dapat membuahkan hasil yang sesuai dengan usaha saya. ",N
"Saya akan menolaknya secara halus, saya mohon maaf karena saya belum mempunyai bakat di bidang tersebut dan kemampuan saya kurang untuk mengikuti lomba tersebut.",S
Saya akan menerima tawaran tersebut dengan senang hati dan bersedia bekerja sama dengan mentor untuk mempersiapkan diri sebaik mungkin untuk lomba tersebut.,S
"kalau saya, lebih baik menolak karena saya lebih mencari amannya, soalnya aku gabisa, kecuali kalau terpaksa yaudah gas aja hehe",S
Saya akan mempelajari nya meskipun belum menguasainya dan saya akan bertanya kepada mentor agar persiapan lomba itu matang dan sempurna serta mencoba mempraktekkan nya supaya bidang yang belum saya kuasai dapat saya kuasai lebih baik ,N
"Sikat mas, kapan lagi yakan?


Ndak, ndak ada cerita panjang dibawah sini, intinya sih sikat aja, ambil aja, nikmat manalagi yang kamu dustakan coba?",N
Menerima lomba yang ditawari. Tidak ada salahnya mencoba ,N
Aku akan menerimanya karena aku akan mengambil pengalamannya ,N
menolaknya dengan sopan dan memberikan alasan kenapa saya bisa menolaknya agar tidak terjadi kesalah pahaman,S
"Artinya: ""Maka nikmat Tuhan kamu yang manakah yang kamu dustakan?""

maka dari itu saya akan menerima itu karena itu adalah berkah, dan itu juga kesempatan",N
saya akan mencoba jika fasilitas mentor tersebut menyakinkan,S
saya akan mempertimbangkan untuk lebih lanjut karena saya belum menguasai bidang tersebut,N
Saya akan menerima tawaran tersebut jika tidak terlalu membebani jadwal saya,N
"Saya akan menerimanya, karena hal baru menurut saya adalah suatu hal yang sangat menarik, dan fasilitas mentor adalah suatu hal yang dapat menunjang proses belajar saya dalam mempelajari bidang yang belum saya kuasai",N
"Saya dengan senang hati akan menerimanya, karena itu bisa mengembangkan bakatku. Tetapi aku lebih cenderung takut kalah, dan malah mengecewakan guru/orang yang mempercayaiku mengikuti lomba tersebut.",N
"menerima,berusaha memenangkan lomba agar yang memfasilitasi ikut bangga dengan amanah yang diberikan kepada kita ",N
"saya akan menjalaninya, dan berusaha semaksimal mungkin untuk mencobanya",N
saya akan menerimanya karena saya suka mencoba hal baru,N
Mungkij saya akan menerimanya jika tawaran lomba itu bukan tentang perhitungan,N
Saya akan menerima dan berusaha sebaik mungkin untuk dapat menguasai bidang tersebut karena hal ini merupakan kesempatan saya dalam mengembangkan skill saya dalam bidang tersebut terlebih lagi akan ada lomba yang membuat pengalaman saya bertambah ,N
Saya akan menerima tawaran lomba tersebut dan bersedia mengikutinya karna ada dampingan dari mentor,N
saya kurang berkenan untuk menerima tawaran tersebut,S
"menolaknya dengan baik-baik karena bidang tersebut tidak sesuai dengan keahlian dan passion saya. dan jika dipaksa, dengan terpaksa saya akan menerimanya dengan pasrah",S
saya akan menolaknya dengan baik baik,S
"Menolak, karena tidak sesuai dengan bidang saya",S
Mengikuti alurnya,N
mungkin saya akan mencoba hal baru,N
"Menolak dengan sopan, karna jika bukan bidang yang kita kuasai sekalipun mendapatkan fasilitas tidak akan menyukainya.",S
"menerima, karena menurut saya selagi hal itu bermanfaat untuk saya, maka akan saya lakukan",N
"memikirkannya lebih lanjut terlebih dahulu, setelah dipikir dengan matang jika tidak dapat menguasainya sebaiknya menolak dengan baik",S
mengikutinya walaupun tidak paham,N
