Indikator,Tipe
Berkenalan terlebih dahulu sebelum bertemu secara langsung,E
Saya akan membuat pertemuan di cafe atau sebuah event untuk berkomunikasi dengan mereka secara santai.,E
tanya nama dan basa-basi.,E
Aku tidak akan bertemu dengan orang tersebut,I
Saya akan memperkenalkan diri terlebih dahulu lalu saya akan mengajak dia berbicara ,E
memperkenalkan diri,E
Saya Mencoba Untuk Bersosialisasi ,E
mengajak untuk berkenalan dan membahas topik yang sesuai dengan keadaan pada waktu itu untuk membangun chemistry,E
Mencoba untuk berbaur dengan orang tersebut ,E
Saya akan mencoba untuk melakukan perkenalan dengan orang yang duduk di dekat saya. ,E
Tetap menerimanya,E
"Memikirkannya dahulu, apakah pertemuan tersebut penting atau hanya sekedar pertemuan biasa. Jika pertemuan tersebut penting, saya akan menerima pertemuan tersebut. Sebaliknya, jika pertemuan tersebut hanya pertemuan biasa, saya akan menolak pertemuan tersebut dikarenakan saya tidak suka berada di situasi yang cangung jika berkenalan orang baru",I
"tetap mengikuti pertemuan tersebut dengan santai, dan tenang ",E
Jika pertemuan itu hanya buat kumpul-kumpul hanya buat ngopi atau perkenalan lebih lanjut saya tidak mau jika pertemuannya membahas pekerjaan saya mau ,I
"Mempersiapkan diri, berhati hati, menjaga sikap untuk kesan pertama yang terbaik",E
Saya akan menemuinya,E
"aku akan menemuinya tetapi aku mengajak temanku, dan itupun jika orang yang meminta itu sudah sangat dekat dan akrab denganku",I
tetap menemuinya walaupun sama sekali belum pernah mengenalnya,E
tetap akan melakukan pertemuan nya setelah itu saya akan memperkenalkan diri dan mulai membahas apa yang di perlukan ,E
saya akan mengajak teman,I
saya akan bertemu dan mencoba untuk mencairkan suasana,E
Saya akan berusaha untuk meminimalisir kesalahan yang akan saya buat dan berusaha untuk terlihat se natural mungkin serta berusaha untuk mencairkan suasana,E
"Berkenalan, melakukan percakapan dengan orang baru untuk mendekatkan diri sehingga pertemuan dapat terlaksana dengan komunikasi yang baik",E
"walau enggan, aku akan menemuinya",I
menerima  dengan sikap sopan ,E
"mengatur jadwal, dan menanyakan, apakah orang tsb sedang sibuk atau tidak",E
mempertimbangkan lagi keputusan untuk bertemu dengan orang baru,I
Datang tetapi membawa teman dan berjaga-jaga,I
"Hal yang akan saya lakukan, tetap melaksanakan pertemuan yang telah diamanahkan kepada saya, dengan catatan saya tidak memiliki jadwal kesibukan pada waktu yang ditentukan, lalu dikarenakan pertemuan ini bersifat formal maka saya akan lebih mengendalikan emosi dan cara bicara saya.",E
Mengajak untuk saling memperkenalkan diri ,E
mempersiapkan diri dengan cara mempertimbangkan apa yang akan dikatakan kepada orang baru tersebut,I
"tetap bertemu, namun canggung untuk memulai percakapan ",I
"pertama tama mungkin saya akan saling berkenalan diri, laluu menyajikan beberapa topik agar tidak merasakan kecanggungan",E
Berkenalan seperti biasa,E
Saya akan menanyakan nama dan tempat tinggalnya,E
saya akan menerima dan mencoba beradaptasi,E
Dengan senang hati dan mencoba untuk berkenalan agar menambah teman/kerabat ,E
menanyakan maksud dari pertemuan tersebut dan mempertimbangkan,I
tidak mau karena tidak mengetahui identitas apapun,I
akan mengajak dia berbicara sesuai apa yang dia tau biar makin akrab,E
